EventId,SummaryId,SampleType,EventRate,ChanceOfLoss,MeanLoss,SDLoss,MaxLoss,FootprintExposure,MeanImpactedExposure,MaxImpactedExposure
195,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
195,1,2,0.001000,0.800000,199304.468750,217726.953125,1470000.000000,1470000.000000,1176000.000000,1470000.000000
196,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
196,1,2,0.001000,0.900000,144584.953125,132380.156250,1470000.000000,1470000.000000,1323000.000000,1470000.000000
211,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
211,1,2,0.001000,0.900000,137241.875000,133714.484375,1470000.000000,1470000.000000,1323000.000000,1470000.000000
213,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
213,1,2,0.001000,1.000000,123912.375000,186988.062500,1470000.000000,1470000.000000,1470000.000000,1470000.000000
218,1,1,0.001000,0.000000,431003.968750,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
218,1,2,0.001000,1.000000,441476.593750,371495.093750,1470000.000000,1470000.000000,1470000.000000,1470000.000000
221,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
221,1,2,0.001000,0.800000,109836.812500,77596.304688,1470000.000000,1470000.000000,1176000.000000,1470000.000000
222,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
222,1,2,0.001000,1.000000,153559.515625,209091.125000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
231,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
231,1,2,0.001000,1.000000,153799.312500,104140.578125,1470000.000000,1470000.000000,1470000.000000,1470000.000000
233,1,1,0.001000,0.000000,1470000.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
233,1,2,0.001000,1.000000,1457828.750000,32546.808594,1470000.000000,1470000.000000,1470000.000000,1470000.000000
237,1,1,0.001000,0.000000,291060.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
237,1,2,0.001000,1.000000,257601.906250,116187.312500,1470000.000000,1470000.000000,1470000.000000,1470000.000000
241,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
241,1,2,0.001000,0.900000,140305.578125,149662.734375,1470000.000000,1470000.000000,1323000.000000,1470000.000000
244,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
244,1,2,0.001000,0.900000,193834.218750,193925.031250,1470000.000000,1470000.000000,1323000.000000,1470000.000000
249,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
249,1,2,0.001000,1.000000,130415.687500,117221.187500,1470000.000000,1470000.000000,1470000.000000,1470000.000000
254,1,1,0.001000,0.000000,575652.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
254,1,2,0.001000,1.000000,573089.562500,363924.375000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
256,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
256,1,2,0.001000,0.900000,145260.218750,157668.609375,1470000.000000,1470000.000000,1323000.000000,1470000.000000
258,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
258,1,2,0.001000,1.000000,113919.046875,145299.937500,1470000.000000,1470000.000000,1470000.000000,1470000.000000
261,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
261,1,2,0.001000,1.000000,143229.546875,122536.500000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
282,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
282,1,2,0.001000,0.900000,184579.031250,203263.718750,1470000.000000,1470000.000000,1323000.000000,1470000.000000
283,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
283,1,2,0.001000,0.900000,146540.906250,130858.843750,1470000.000000,1470000.000000,1323000.000000,1470000.000000
286,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
286,1,2,0.001000,0.800000,122470.601562,152779.562500,1470000.000000,1470000.000000,1176000.000000,1470000.000000
287,1,1,0.001000,0.000000,291060.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
287,1,2,0.001000,1.000000,281955.062500,193913.984375,1470000.000000,1470000.000000,1470000.000000,1470000.000000
289,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
289,1,2,0.001000,0.900000,177011.593750,201302.156250,1470000.000000,1470000.000000,1323000.000000,1470000.000000
290,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
290,1,2,0.001000,0.800000,167748.281250,243998.296875,1470000.000000,1470000.000000,1176000.000000,1470000.000000
291,1,1,0.001000,0.000000,1329762.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
291,1,2,0.001000,1.000000,1216244.250000,303395.593750,1470000.000000,1470000.000000,1470000.000000,1470000.000000
292,1,1,0.001000,0.000000,720300.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
292,1,2,0.001000,1.000000,710088.250000,304129.625000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
293,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
293,1,2,0.001000,0.800000,132896.250000,127273.804688,1470000.000000,1470000.000000,1176000.000000,1470000.000000
294,1,1,0.001000,0.000000,1008420.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
294,1,2,0.001000,1.000000,1015280.625000,299991.812500,1470000.000000,1470000.000000,1470000.000000,1470000.000000
297,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
297,1,2,0.001000,0.900000,122450.164062,136946.453125,1470000.000000,1470000.000000,1323000.000000,1470000.000000
301,1,1,0.001000,0.000000,1470000.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
301,1,2,0.001000,1.000000,1273776.000000,217732.140625,1470000.000000,1470000.000000,1470000.000000,1470000.000000
307,1,1,0.001000,0.000000,720300.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
307,1,2,0.001000,1.000000,727537.625000,228219.812500,1470000.000000,1470000.000000,1470000.000000,1470000.000000
309,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
309,1,2,0.001000,1.000000,175917.031250,241854.265625,1470000.000000,1470000.000000,1470000.000000,1470000.000000
310,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
310,1,2,0.001000,1.000000,176626.578125,150619.312500,1470000.000000,1470000.000000,1470000.000000,1470000.000000
317,1,1,0.001000,0.000000,867300.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
317,1,2,0.001000,1.000000,849376.312500,419485.187500,1470000.000000,1470000.000000,1470000.000000,1470000.000000
320,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
320,1,2,0.001000,1.000000,112795.210938,117037.546875,1470000.000000,1470000.000000,1470000.000000,1470000.000000
321,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
321,1,2,0.001000,0.800000,134823.218750,147006.390625,1470000.000000,1470000.000000,1176000.000000,1470000.000000
327,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
327,1,2,0.001000,0.900000,127903.460938,108495.179688,1470000.000000,1470000.000000,1323000.000000,1470000.000000
328,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
328,1,2,0.001000,0.900000,146827.984375,184244.406250,1470000.000000,1470000.000000,1323000.000000,1470000.000000
333,1,1,0.001000,0.000000,1155420.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
333,1,2,0.001000,1.000000,1106353.875000,238037.609375,1470000.000000,1470000.000000,1470000.000000,1470000.000000
335,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
335,1,2,0.001000,0.900000,144913.656250,194644.703125,1470000.000000,1470000.000000,1323000.000000,1470000.000000
336,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
336,1,2,0.001000,0.800000,128324.296875,142133.156250,1470000.000000,1470000.000000,1176000.000000,1470000.000000
339,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
339,1,2,0.001000,0.800000,137069.875000,158867.671875,1470000.000000,1470000.000000,1176000.000000,1470000.000000
345,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
345,1,2,0.001000,0.700000,140266.656250,131404.515625,1470000.000000,1470000.000000,1029000.000000,1470000.000000
347,1,1,0.001000,0.000000,75558.000000,0.000000,735000.000000,1470000.000000,1470000.000000,1470000.000000
347,1,2,0.001000,0.700000,88075.046875,173220.796875,735000.000000,1470000.000000,1029000.000000,1470000.000000
349,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
349,1,2,0.001000,0.800000,173910.312500,142877.984375,1470000.000000,1470000.000000,1176000.000000,1470000.000000
350,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
350,1,2,0.001000,1.000000,153187.281250,162838.625000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
359,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
359,1,2,0.001000,0.900000,152772.765625,137650.937500,1470000.000000,1470000.000000,1323000.000000,1470000.000000
360,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
360,1,2,0.001000,0.900000,140657.312500,174059.984375,1470000.000000,1470000.000000,1323000.000000,1470000.000000
362,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
362,1,2,0.001000,1.000000,158349.203125,128487.718750,1470000.000000,1470000.000000,1470000.000000,1470000.000000
364,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
364,1,2,0.001000,0.900000,115899.140625,102238.601562,1470000.000000,1470000.000000,1323000.000000,1470000.000000
367,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
367,1,2,0.001000,1.000000,151506.562500,163500.953125,1470000.000000,1470000.000000,1470000.000000,1470000.000000
369,1,1,0.001000,0.000000,575652.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
369,1,2,0.001000,1.000000,569575.875000,287343.718750,1470000.000000,1470000.000000,1470000.000000,1470000.000000
372,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
372,1,2,0.001000,0.800000,179128.296875,215273.734375,1470000.000000,1470000.000000,1176000.000000,1470000.000000
375,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
375,1,2,0.001000,1.000000,172077.843750,166500.984375,1470000.000000,1470000.000000,1470000.000000,1470000.000000
380,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
380,1,2,0.001000,0.700000,145576.750000,146747.187500,1470000.000000,1470000.000000,1029000.000000,1470000.000000
383,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
383,1,2,0.001000,1.000000,157698.296875,188269.484375,1470000.000000,1470000.000000,1470000.000000,1470000.000000
386,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
386,1,2,0.001000,0.900000,140629.906250,156907.750000,1470000.000000,1470000.000000,1323000.000000,1470000.000000
389,1,1,0.001000,0.000000,291060.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
389,1,2,0.001000,1.000000,277586.687500,187109.453125,1470000.000000,1470000.000000,1470000.000000,1470000.000000
394,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
394,1,2,0.001000,0.800000,145536.718750,125678.148438,1470000.000000,1470000.000000,1176000.000000,1470000.000000
400,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
400,1,2,0.001000,0.700000,105411.812500,105352.062500,1470000.000000,1470000.000000,1029000.000000,1470000.000000
402,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
402,1,2,0.001000,1.000000,136800.000000,169914.640625,1470000.000000,1470000.000000,1470000.000000,1470000.000000
408,1,1,0.001000,0.000000,1155420.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
408,1,2,0.001000,1.000000,1121752.750000,233156.406250,1470000.000000,1470000.000000,1470000.000000,1470000.000000
423,1,1,0.001000,0.000000,291060.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
423,1,2,0.001000,0.900000,302814.562500,262558.031250,1470000.000000,1470000.000000,1323000.000000,1470000.000000
424,1,1,0.001000,0.000000,1008420.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
424,1,2,0.001000,1.000000,983781.625000,336542.562500,1470000.000000,1470000.000000,1470000.000000,1470000.000000
429,1,1,0.001000,0.000000,151116.000000,0.000000,1470000.000000,1470000.000000,1470000.000000,1470000.000000
429,1,2,0.001000,0.900000,154890.734375,122233.054688,1470000.000000,1470000.000000,1323000.000000,1470000.000000
